origin,month,dep_delay,arr_delay,cancelled,cancellation_code,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
MDW,7,29.0,18.0,0,N,0,0,0,0,18
LBF,12,-10.0,-12.0,0,N,0,0,0,0,0
BUR,7,-1.0,-12.0,0,N,0,0,0,0,0
BUF,10,-4.0,-12.0,0,N,0,0,0,0,0
ABQ,6,-10.0,-13.0,0,N,0,0,0,0,0
SMF,2,76.0,92.0,0,N,76,0,16,0,0
OMA,10,-8.0,-4.0,0,N,0,0,0,0,0
JFK,6,-9.0,-4.0,0,N,0,0,0,0,0
AUS,8,-6.0,-18.0,0,N,0,0,0,0,0
ICT,6,-22.0,-36.0,0,N,0,0,0,0,0
ECP,5,-3.0,6.0,0,N,0,0,0,0,0
ORD,12,51.0,73.0,0,N,0,0,73,0,0
HPN,9,-3.0,-7.0,0,N,0,0,0,0,0
MIA,8,65.0,47.0,0,N,6,0,0,0,41
SEA,1,-3.0,-15.0,0,N,0,0,0,0,0
DEN,7,20.0,14.0,0,N,0,0,0,0,0
CHS,11,-2.0,-3.0,0,N,0,0,0,0,0
ATL,8,9.0,-1.0,0,N,0,0,0,0,0
PIT,8,2.0,-4.0,0,N,0,0,0,0,0
ORD,8,1.0,-19.0,0,N,0,0,0,0,0
DEN,7,49.0,35.0,0,N,35,0,0,0,0
CLT,3,5.0,5.0,0,N,0,0,0,0,0
ORD,10,-6.0,-7.0,0,N,0,0,0,0,0
DFW,9,-5.0,-5.0,0,N,0,0,0,0,0
GNV,2,-2.0,-10.0,0,N,0,0,0,0,0
PHL,1,-8.0,-21.0,0,N,0,0,0,0,0
DTW,10,-11.0,-21.0,0,N,0,0,0,0,0
RDU,12,-9.0,-20.0,0,N,0,0,0,0,0
BZN,7,36.0,22.0,0,N,0,0,0,0,22
CLT,8,-8.0,-18.0,0,N,0,0,0,0,0
TPA,3,-10.0,-41.0,0,N,0,0,0,0,0
FLL,3,194.0,177.0,0,N,26,0,0,0,151
MDW,12,-2.0,-19.0,0,N,0,0,0,0,0
DTW,3,8.0,14.0,0,N,0,0,0,0,0
ORD,6,-7.0,-25.0,0,N,0,0,0,0,0
CLT,5,0.0,-6.0,0,N,0,0,0,0,0
DEN,3,-1.0,-22.0,0,N,0,0,0,0,0
ACT,7,-4.0,1.0,0,N,0,0,0,0,0
LAS,11,7.0,-7.0,0,N,0,0,0,0,0
MSP,7,1.0,-18.0,0,N,0,0,0,0,0
FAR,12,,,1,B,0,0,0,0,0
GSP,10,-4.0,-21.0,0,N,0,0,0,0,0
MCO,2,4.0,-4.0,0,N,0,0,0,0,0
ATL,9,-7.0,-16.0,0,N,0,0,0,0,0
GRR,1,18.0,30.0,0,N,18,0,12,0,0
EWR,4,-4.0,-22.0,0,N,0,0,0,0,0
PHX,5,24.0,20.0,0,N,3,0,0,0,17
DTW,10,118.0,118.0,0,N,118,0,0,0,0
MFE,12,-3.0,-16.0,0,N,0,0,0,0,0
PBI,7,-4.0,,0,N,0,0,0,0,0
CLT,1,1.0,-1.0,0,N,0,0,0,0,0
RSW,1,-4.0,-8.0,0,N,0,0,0,0,0
PIT,1,7.0,21.0,0,N,7,0,14,0,0
HOU,6,12.0,-7.0,0,N,0,0,0,0,0
LAX,11,-8.0,-15.0,0,N,0,0,0,0,0
PVU,8,-10.0,-18.0,0,N,0,0,0,0,0
ABQ,2,0.0,13.0,0,N,0,0,0,0,0
MHT,3,-9.0,-19.0,0,N,0,0,0,0,0
LGA,7,-8.0,-13.0,0,N,0,0,0,0,0
SLC,5,136.0,133.0,0,N,0,133,0,0,0
OAK,4,-4.0,-10.0,0,N,0,0,0,0,0
PHX,2,14.0,-5.0,0,N,0,0,0,0,0
COS,2,-9.0,-19.0,0,N,0,0,0,0,0
HOU,7,-2.0,-26.0,0,N,0,0,0,0,0
SUN,5,-9.0,-15.0,0,N,0,0,0,0,0
SLC,6,18.0,3.0,0,N,0,0,0,0,0
CLT,9,-9.0,-21.0,0,N,0,0,0,0,0
DEN,9,-4.0,-18.0,0,N,0,0,0,0,0
EWR,3,-10.0,-19.0,0,N,0,0,0,0,0
DEN,4,-6.0,-18.0,0,N,0,0,0,0,0
DAY,9,-10.0,-19.0,0,N,0,0,0,0,0
PHX,7,10.0,16.0,0,N,10,0,6,0,0
CLT,3,-5.0,-31.0,0,N,0,0,0,0,0
IAH,11,4.0,-15.0,0,N,0,0,0,0,0
MSP,10,-2.0,-5.0,0,N,0,0,0,0,0
SEA,9,-2.0,-6.0,0,N,0,0,0,0,0
HNL,12,-6.0,18.0,0,N,0,0,18,0,0
CLT,8,10.0,15.0,0,N,10,0,5,0,0
DEN,1,9.0,4.0,0,N,0,0,0,0,0
BFL,10,2.0,-8.0,0,N,0,0,0,0,0
FLL,10,-1.0,-9.0,0,N,0,0,0,0,0
IAH,7,-2.0,-31.0,0,N,0,0,0,0,0
JFK,10,-3.0,-8.0,0,N,0,0,0,0,0
MCO,9,0.0,-3.0,0,N,0,0,0,0,0
PVD,8,10.0,-4.0,0,N,0,0,0,0,0
ATL,4,36.0,55.0,0,N,36,0,19,0,0
SAN,11,1.0,-17.0,0,N,0,0,0,0,0
PIE,11,-22.0,-17.0,0,N,0,0,0,0,0
BLI,1,2.0,2.0,0,N,0,0,0,0,0
RDU,1,8.0,-4.0,0,N,0,0,0,0,0
DFW,10,-5.0,-8.0,0,N,0,0,0,0,0
PBI,9,3.0,4.0,0,N,0,0,0,0,0
AUS,11,-5.0,-23.0,0,N,0,0,0,0,0
DEN,10,16.0,5.0,0,N,0,0,0,0,0
LAX,8,27.0,28.0,0,N,27,0,1,0,0
CRW,10,-6.0,-20.0,0,N,0,0,0,0,0
BNA,10,-4.0,-18.0,0,N,0,0,0,0,0
CLT,11,-4.0,-10.0,0,N,0,0,0,0,0
DEN,4,-4.0,23.0,0,N,0,0,23,0,0
MCO,6,6.0,-4.0,0,N,0,0,0,0,0
TPA,3,0.0,-21.0,0,N,0,0,0,0,0
DTW,4,-5.0,-10.0,0,N,0,0,0,0,0
IND,2,1.0,-7.0,0,N,0,0,0,0,0
LAX,9,-7.0,-4.0,0,N,0,0,0,0,0
ATL,8,-2.0,-11.0,0,N,0,0,0,0,0
RDU,4,17.0,39.0,0,N,0,0,39,0,0
PDX,7,-1.0,-12.0,0,N,0,0,0,0,0
MSP,1,-6.0,-34.0,0,N,0,0,0,0,0
MCO,7,3.0,-4.0,0,N,0,0,0,0,0
SDF,2,-3.0,-33.0,0,N,0,0,0,0,0
PHX,6,-3.0,-8.0,0,N,0,0,0,0,0
LGA,6,-7.0,-22.0,0,N,0,0,0,0,0
MCO,2,-8.0,7.0,0,N,0,0,0,0,0
PDX,6,-3.0,-10.0,0,N,0,0,0,0,0
AVL,8,-6.0,11.0,0,N,0,0,0,0,0
ATL,5,-4.0,-1.0,0,N,0,0,0,0,0
MSP,8,41.0,42.0,0,N,41,0,1,0,0
PHX,2,14.0,-7.0,0,N,0,0,0,0,0
CLT,3,20.0,10.0,0,N,0,0,0,0,0
PHL,10,-11.0,-9.0,0,N,0,0,0,0,0
CLT,10,-4.0,-18.0,0,N,0,0,0,0,0
SEA,6,-5.0,-16.0,0,N,0,0,0,0,0
DRO,9,-9.0,-30.0,0,N,0,0,0,0,0
GSP,1,3.0,17.0,0,N,3,0,14,0,0
SAN,3,2.0,-14.0,0,N,0,0,0,0,0
ATL,4,-2.0,-15.0,0,N,0,0,0,0,0
ATL,2,-9.0,-31.0,0,N,0,0,0,0,0
DAL,4,6.0,-4.0,0,N,0,0,0,0,0
LGA,4,-8.0,-20.0,0,N,0,0,0,0,0
SEA,5,-3.0,-5.0,0,N,0,0,0,0,0
CLE,6,-3.0,-10.0,0,N,0,0,0,0,0
SNA,4,-5.0,-4.0,0,N,0,0,0,0,0
LAX,11,-11.0,-42.0,0,N,0,0,0,0,0
LAX,2,-3.0,-16.0,0,N,0,0,0,0,0
MIA,12,20.0,24.0,0,N,20,0,4,0,0
PHX,11,-8.0,-25.0,0,N,0,0,0,0,0
CLE,4,-18.0,-22.0,0,N,0,0,0,0,0
MRY,11,-10.0,-20.0,0,N,0,0,0,0,0
AVL,12,-3.0,22.0,0,N,22,0,0,0,0
SMF,4,47.0,41.0,0,N,1,0,0,0,40
PSP,8,-5.0,-3.0,0,N,0,0,0,0,0
BNA,8,-5.0,-13.0,0,N,0,0,0,0,0
HHH,8,-5.0,-11.0,0,N,0,0,0,0,0
LAS,4,-3.0,-11.0,0,N,0,0,0,0,0
ORD,9,20.0,4.0,0,N,0,0,0,0,0
RAP,9,-8.0,-13.0,0,N,0,0,0,0,0
PIT,7,13.0,-7.0,0,N,0,0,0,0,0
CAK,9,-5.0,-14.0,0,N,0,0,0,0,0
CLT,8,-7.0,-6.0,0,N,0,0,0,0,0
PHL,12,-3.0,-42.0,0,N,0,0,0,0,0
IAH,9,-5.0,-20.0,0,N,0,0,0,0,0
LAS,12,-2.0,-2.0,0,N,0,0,0,0,0
SEA,1,-6.0,-20.0,0,N,0,0,0,0,0
SAT,4,2.0,-11.0,0,N,0,0,0,0,0
PBI,1,9.0,-10.0,0,N,0,0,0,0,0
FLL,3,0.0,-12.0,0,N,0,0,0,0,0
MIA,8,26.0,17.0,0,N,0,0,0,0,17
CLT,8,-3.0,-5.0,0,N,0,0,0,0,0
LGA,12,-5.0,-2.0,0,N,0,0,0,0,0
PSE,1,135.0,135.0,0,N,0,0,0,0,135
SAV,5,-1.0,54.0,0,N,0,0,54,0,0
ATL,11,-5.0,-15.0,0,N,0,0,0,0,0
ABQ,10,17.0,17.0,0,N,17,0,0,0,0
PHL,6,16.0,7.0,0,N,0,0,0,0,0
IAD,4,0.0,-2.0,0,N,0,0,0,0,0
ORD,10,-9.0,-12.0,0,N,0,0,0,0,0
ATL,10,-8.0,-24.0,0,N,0,0,0,0,0
ORD,12,10.0,13.0,0,N,0,0,0,0,0
FLL,11,-4.0,-24.0,0,N,0,0,0,0,0
ATL,8,-5.0,-7.0,0,N,0,0,0,0,0
JFK,10,-5.0,4.0,0,N,0,0,0,0,0
ORD,10,9.0,-2.0,0,N,0,0,0,0,0
PHL,6,72.0,65.0,0,N,0,0,0,0,65
JFK,2,2.0,-40.0,0,N,0,0,0,0,0
BJI,8,-6.0,-19.0,0,N,0,0,0,0,0
MIA,2,0.0,-15.0,0,N,0,0,0,0,0
DTW,6,-5.0,-13.0,0,N,0,0,0,0,0
SLC,9,-7.0,-17.0,0,N,0,0,0,0,0
PBI,8,-8.0,-22.0,0,N,0,0,0,0,0
JFK,8,13.0,12.0,0,N,0,0,0,0,0
PHX,2,113.0,108.0,0,N,2,0,0,0,106
SEA,3,22.0,21.0,0,N,21,0,0,0,0
BOS,2,27.0,26.0,0,N,26,0,0,0,0
CVG,3,-6.0,-10.0,0,N,0,0,0,0,0
LAX,5,46.0,35.0,0,N,0,0,0,0,35
BOS,7,-5.0,-32.0,0,N,0,0,0,0,0
PHX,12,-7.0,-21.0,0,N,0,0,0,0,0
SLC,2,-1.0,-11.0,0,N,0,0,0,0,0
BWI,7,161.0,189.0,0,N,96,0,28,0,65
MDW,1,0.0,4.0,0,N,0,0,0,0,0
HPN,2,-14.0,-17.0,0,N,0,0,0,0,0
DCA,8,6.0,99.0,0,N,0,0,93,0,6
MCI,4,66.0,69.0,0,N,0,0,3,0,66
SLC,7,39.0,30.0,0,N,30,0,0,0,0
SLC,3,-2.0,-8.0,0,N,0,0,0,0,0
EWR,2,-7.0,-23.0,0,N,0,0,0,0,0
MDW,9,-10.0,-9.0,0,N,0,0,0,0,0
SMF,5,-4.0,-15.0,0,N,0,0,0,0,0
SBN,11,0.0,28.0,0,N,28,0,0,0,0
CLT,11,-5.0,5.0,0,N,0,0,0,0,0
SLC,9,-8.0,-13.0,0,N,0,0,0,0,0
PIE,3,147.0,136.0,0,N,0,0,0,0,136
CLT,7,-3.0,-7.0,0,N,0,0,0,0,0
SLC,6,-6.0,-6.0,0,N,0,0,0,0,0
PHX,11,-4.0,-10.0,0,N,0,0,0,0,0
BNA,1,12.0,-20.0,0,N,0,0,0,0,0
BWI,11,-5.0,-6.0,0,N,0,0,0,0,0
DFW,8,17.0,2.0,0,N,0,0,0,0,0
SNA,4,-10.0,-7.0,0,N,0,0,0,0,0
MKE,2,,,1,B,0,0,0,0,0
LAX,6,39.0,33.0,0,N,11,0,0,0,22
EWR,2,-4.0,-7.0,0,N,0,0,0,0,0
HOU,4,4.0,-13.0,0,N,0,0,0,0,0
MDW,5,-7.0,-22.0,0,N,0,0,0,0,0
IND,2,2.0,-10.0,0,N,0,0,0,0,0
IAD,8,-10.0,-46.0,0,N,0,0,0,0,0
RNO,10,-4.0,-17.0,0,N,0,0,0,0,0
LGA,6,56.0,33.0,0,N,33,0,0,0,0
DEN,12,9.0,10.0,0,N,0,0,0,0,0
LGA,9,-1.0,-8.0,0,N,0,0,0,0,0
EYW,7,5.0,5.0,0,N,0,0,0,0,0
DTW,2,-4.0,-23.0,0,N,0,0,0,0,0
PHX,6,-1.0,-12.0,0,N,0,0,0,0,0
PIT,9,0.0,-15.0,0,N,0,0,0,0,0
PHL,8,11.0,3.0,0,N,0,0,0,0,0
SFO,6,-1.0,-11.0,0,N,0,0,0,0,0
LAS,5,-3.0,0.0,0,N,0,0,0,0,0
HNL,10,-8.0,-8.0,0,N,0,0,0,0,0
DTW,10,-9.0,-9.0,0,N,0,0,0,0,0
DFW,2,-5.0,-14.0,0,N,0,0,0,0,0
ATL,10,2.0,-4.0,0,N,0,0,0,0,0
MDW,3,-2.0,-20.0,0,N,0,0,0,0,0
DFW,5,1.0,-1.0,0,N,0,0,0,0,0
GSP,2,-6.0,-5.0,0,N,0,0,0,0,0
PHX,12,-7.0,-8.0,0,N,0,0,0,0,0
SLC,1,19.0,8.0,0,N,0,0,0,0,0
LAS,11,-3.0,-14.0,0,N,0,0,0,0,0
PHX,9,42.0,34.0,0,N,34,0,0,0,0
OAK,4,0.0,-14.0,0,N,0,0,0,0,0
BTR,10,-10.0,-23.0,0,N,0,0,0,0,0
MCO,3,11.0,4.0,0,N,0,0,0,0,0
AUS,4,14.0,17.0,0,N,14,0,3,0,0
SFO,1,-3.0,-15.0,0,N,0,0,0,0,0
OAK,11,4.0,-2.0,0,N,0,0,0,0,0
ORD,3,-3.0,-20.0,0,N,0,0,0,0,0
MIA,7,18.0,13.0,0,N,0,0,0,0,0
ICT,10,-4.0,-9.0,0,N,0,0,0,0,0
LAX,3,90.0,111.0,0,N,0,0,21,0,90
SEA,5,11.0,12.0,0,N,0,0,0,0,0
ORD,8,-6.0,-3.0,0,N,0,0,0,0,0
LAX,7,15.0,-11.0,0,N,0,0,0,0,0
MSP,1,-6.0,-31.0,0,N,0,0,0,0,0
SJU,12,0.0,-2.0,0,N,0,0,0,0,0
MDW,7,0.0,12.0,0,N,0,0,0,0,0
ATL,10,-1.0,-7.0,0,N,0,0,0,0,0
ATL,1,9.0,-21.0,0,N,0,0,0,0,0
LAX,2,-8.0,-23.0,0,N,0,0,0,0,0
COS,8,1.0,-3.0,0,N,0,0,0,0,0
CLT,11,76.0,62.0,0,N,25,0,0,0,37
SYR,1,-13.0,9.0,0,N,0,0,0,0,0
CLT,3,-5.0,-23.0,0,N,0,0,0,0,0
ROC,8,101.0,87.0,0,N,0,0,0,0,87
LAX,11,-12.0,-51.0,0,N,0,0,0,0,0
MYR,10,-12.0,9.0,0,N,0,0,0,0,0
SLC,12,-9.0,-19.0,0,N,0,0,0,0,0
ORD,8,0.0,-8.0,0,N,0,0,0,0,0
LGA,6,-9.0,11.0,0,N,0,0,0,0,0
MIA,3,24.0,33.0,0,N,7,0,9,0,17
BUF,4,4.0,0.0,0,N,0,0,0,0,0
MCO,5,-1.0,-18.0,0,N,0,0,0,0,0
KOA,6,55.0,55.0,0,N,55,0,0,0,0
DCA,3,102.0,110.0,0,N,0,0,110,0,0
FNT,3,-8.0,-11.0,0,N,0,0,0,0,0
DFW,1,12.0,-1.0,0,N,0,0,0,0,0
LGA,6,0.0,-28.0,0,N,0,0,0,0,0
ORD,1,113.0,132.0,0,N,0,0,19,0,113
LAX,10,-9.0,-19.0,0,N,0,0,0,0,0
ORD,4,13.0,17.0,0,N,13,0,4,0,0
AVL,5,-9.0,-4.0,0,N,0,0,0,0,0
BWI,9,-6.0,-6.0,0,N,0,0,0,0,0
CLT,8,-5.0,-5.0,0,N,0,0,0,0,0
LAX,2,-7.0,-30.0,0,N,0,0,0,0,0
MKE,8,-13.0,-24.0,0,N,0,0,0,0,0
DEN,2,4.0,3.0,0,N,0,0,0,0,0
CHA,7,-4.0,-10.0,0,N,0,0,0,0,0
ORD,12,-4.0,-20.0,0,N,0,0,0,0,0
CRW,4,0.0,-14.0,0,N,0,0,0,0,0
CLT,6,-1.0,-8.0,0,N,0,0,0,0,0
ATL,10,43.0,80.0,0,N,0,0,80,0,0
OAK,3,-5.0,-10.0,0,N,0,0,0,0,0
MIA,9,-4.0,-10.0,0,N,0,0,0,0,0
SEA,5,-4.0,-1.0,0,N,0,0,0,0,0
JFK,10,-2.0,-12.0,0,N,0,0,0,0,0
GRR,6,,,1,B,0,0,0,0,0
LAX,10,-4.0,-23.0,0,N,0,0,0,0,0
MCO,3,22.0,8.0,0,N,0,0,0,0,0
CHA,3,-6.0,-12.0,0,N,0,0,0,0,0
EGE,1,-4.0,-11.0,0,N,0,0,0,0,0
ANC,6,0.0,,1,B,0,0,0,0,0
DEN,12,32.0,3.0,0,N,0,0,0,0,0
PHX,4,-1.0,10.0,0,N,0,0,0,0,0
MIA,7,18.0,71.0,0,N,0,0,53,0,18
PHX,2,-2.0,-4.0,0,N,0,0,0,0,0
MSY,7,-3.0,-10.0,0,N,0,0,0,0,0
PHL,4,-6.0,-18.0,0,N,0,0,0,0,0
ORD,11,-7.0,-13.0,0,N,0,0,0,0,0
CLT,5,-4.0,6.0,0,N,0,0,0,0,0
JFK,2,-11.0,-40.0,0,N,0,0,0,0,0
PHX,2,0.0,-18.0,0,N,0,0,0,0,0
SEA,12,-6.0,-2.0,0,N,0,0,0,0,0
ORD,7,-3.0,-1.0,0,N,0,0,0,0,0
MSP,1,-3.0,3.0,0,N,0,0,0,0,0
OAK,3,8.0,-1.0,0,N,0,0,0,0,0
LGA,6,6.0,-15.0,0,N,0,0,0,0,0
JFK,5,-2.0,0.0,0,N,0,0,0,0,0
PNS,5,0.0,-8.0,0,N,0,0,0,0,0
ORD,5,-11.0,-41.0,0,N,0,0,0,0,0
GTF,10,-4.0,-10.0,0,N,0,0,0,0,0
SMF,8,5.0,7.0,0,N,0,0,0,0,0
ORD,12,11.0,11.0,0,N,0,0,0,0,0
BUF,10,-10.0,-9.0,0,N,0,0,0,0,0
IAD,3,-6.0,1.0,0,N,0,0,0,0,0
ACV,10,-8.0,-6.0,0,N,0,0,0,0,0
ATL,2,-6.0,-8.0,0,N,0,0,0,0,0
LGA,8,-6.0,-16.0,0,N,0,0,0,0,0
MAF,6,-8.0,-14.0,0,N,0,0,0,0,0
CVG,2,-5.0,-14.0,0,N,0,0,0,0,0
PHX,6,26.0,7.0,0,N,0,0,0,0,0
ORF,10,-2.0,8.0,0,N,0,0,0,0,0
IAH,6,0.0,-5.0,0,N,0,0,0,0,0
LGB,11,-2.0,-14.0,0,N,0,0,0,0,0
CLT,7,61.0,58.0,0,N,5,0,0,0,53
PGD,11,-14.0,-13.0,0,N,0,0,0,0,0
DFW,1,-2.0,-15.0,0,N,0,0,0,0,0
OAK,4,-2.0,-19.0,0,N,0,0,0,0,0
MIA,6,,,1,B,0,0,0,0,0
MYR,5,-3.0,-11.0,0,N,0,0,0,0,0
JAX,9,0.0,-3.0,0,N,0,0,0,0,0
DFW,4,0.0,-9.0,0,N,0,0,0,0,0
LIT,5,-7.0,-25.0,0,N,0,0,0,0,0
DTW,3,-4.0,-7.0,0,N,0,0,0,0,0
MSY,5,139.0,126.0,0,N,0,70,0,0,56
OKC,9,-3.0,-12.0,0,N,0,0,0,0,0
SEA,3,1.0,8.0,0,N,0,0,0,0,0
MIA,9,-3.0,-18.0,0,N,0,0,0,0,0
DFW,3,-5.0,3.0,0,N,0,0,0,0,0
MYR,4,-9.0,-22.0,0,N,0,0,0,0,0
ORD,7,15.0,16.0,0,N,15,0,1,0,0
BOS,7,-12.0,-27.0,0,N,0,0,0,0,0
SJU,7,26.0,19.0,0,N,19,0,0,0,0
DFW,12,-5.0,-10.0,0,N,0,0,0,0,0
BOS,7,6.0,,0,N,0,0,0,0,0
ORD,10,0.0,-18.0,0,N,0,0,0,0,0
PHL,6,-4.0,-14.0,0,N,0,0,0,0,0
LAS,7,-8.0,-16.0,0,N,0,0,0,0,0
RDU,7,48.0,52.0,0,N,5,0,4,0,43
LAX,10,-6.0,-8.0,0,N,0,0,0,0,0
YUM,4,-8.0,-20.0,0,N,0,0,0,0,0
PHX,12,2.0,-8.0,0,N,0,0,0,0,0
ITO,9,-4.0,-9.0,0,N,0,0,0,0,0
DTW,12,-8.0,-31.0,0,N,0,0,0,0,0
SAN,5,-5.0,-3.0,0,N,0,0,0,0,0
LAX,7,-3.0,-16.0,0,N,0,0,0,0,0
HOU,6,4.0,-16.0,0,N,0,0,0,0,0
SMF,7,35.0,22.0,0,N,14,0,0,0,8
LAX,3,2.0,-3.0,0,N,0,0,0,0,0
ORD,6,130.0,192.0,0,N,0,130,62,0,0
MYR,5,11.0,16.0,0,N,0,0,5,0,11
AUS,9,7.0,-5.0,0,N,0,0,0,0,0
LAX,1,89.0,87.0,0,N,0,87,0,0,0
BUR,8,-11.0,3.0,0,N,0,0,0,0,0
SAV,11,-2.0,-11.0,0,N,0,0,0,0,0
PHX,3,17.0,25.0,0,N,5,0,8,0,12
MSP,11,-4.0,-19.0,0,N,0,0,0,0,0
SNA,10,-6.0,-22.0,0,N,0,0,0,0,0
IAH,10,-2.0,-4.0,0,N,0,0,0,0,0
CLT,11,-5.0,-31.0,0,N,0,0,0,0,0
IAH,3,-2.0,23.0,0,N,0,0,23,0,0
RNO,9,69.0,58.0,0,N,58,0,0,0,0
ATL,7,,,1,A,0,0,0,0,0
DFW,3,13.0,22.0,0,N,13,0,9,0,0
SEA,8,-5.0,-4.0,0,N,0,0,0,0,0
CHS,9,2.0,2.0,0,N,0,0,0,0,0
ORD,1,-10.0,-41.0,0,N,0,0,0,0,0
SAV,6,-9.0,-7.0,0,N,0,0,0,0,0
ABQ,3,28.0,7.0,0,N,0,0,0,0,0
PHX,8,0.0,-6.0,0,N,0,0,0,0,0
SJC,8,7.0,10.0,0,N,0,0,0,0,0
SLC,8,-7.0,-2.0,0,N,0,0,0,0,0
LAX,6,61.0,35.0,0,N,0,0,0,0,35
BOS,9,-4.0,-39.0,0,N,0,0,0,0,0
MIA,9,34.0,74.0,0,N,0,34,40,0,0
SCE,7,-3.0,-21.0,0,N,0,0,0,0,0
TOL,9,57.0,42.0,0,N,42,0,0,0,0
MIA,4,55.0,47.0,0,N,47,0,0,0,0
MSP,8,64.0,44.0,0,N,44,0,0,0,0
ORD,12,-2.0,-9.0,0,N,0,0,0,0,0
SFO,1,-7.0,-15.0,0,N,0,0,0,0,0
ANC,7,0.0,-14.0,0,N,0,0,0,0,0
CAK,12,-10.0,-31.0,0,N,0,0,0,0,0
AUS,3,-9.0,-23.0,0,N,0,0,0,0,0
TPA,5,-3.0,-10.0,0,N,0,0,0,0,0
MCO,3,105.0,110.0,0,N,1,0,5,0,104
SFO,4,-7.0,-9.0,0,N,0,0,0,0,0
FAR,12,19.0,-1.0,0,N,0,0,0,0,0
DEN,8,110.0,75.0,0,N,12,0,0,0,63
ATL,9,-5.0,-6.0,0,N,0,0,0,0,0
SEA,7,31.0,31.0,0,N,0,0,0,0,31
EWR,11,64.0,53.0,0,N,0,0,0,0,53
AVL,11,-2.0,16.0,0,N,0,0,16,0,0
DEN,8,0.0,,0,N,0,0,0,0,0
DEN,2,-5.0,-19.0,0,N,0,0,0,0,0
MIA,1,-2.0,-2.0,0,N,0,0,0,0,0
AUS,1,17.0,10.0,0,N,0,0,0,0,0
BNA,10,-5.0,6.0,0,N,0,0,0,0,0
SEA,2,-7.0,-11.0,0,N,0,0,0,0,0
DEN,10,9.0,4.0,0,N,0,0,0,0,0
SDF,11,-4.0,1.0,0,N,0,0,0,0,0
ATL,3,-2.0,-8.0,0,N,0,0,0,0,0
ATL,8,6.0,-2.0,0,N,0,0,0,0,0
PSP,3,79.0,94.0,0,N,79,0,15,0,0
SNA,12,343.0,337.0,0,N,0,7,0,0,330
HNL,1,6.0,10.0,0,N,0,0,0,0,0
MCO,8,227.0,217.0,0,N,14,0,203,0,0
DTW,11,-5.0,-10.0,0,N,0,0,0,0,0
DFW,7,-6.0,-8.0,0,N,0,0,0,0,0
SLC,8,-5.0,-9.0,0,N,0,0,0,0,0
ATL,2,12.0,1.0,0,N,0,0,0,0,0
PHX,8,-6.0,-26.0,0,N,0,0,0,0,0
ORD,8,98.0,92.0,0,N,3,0,0,0,89
BOI,12,12.0,-15.0,0,N,0,0,0,0,0
GSO,7,84.0,104.0,0,N,0,0,20,0,84
DEN,2,-4.0,-13.0,0,N,0,0,0,0,0
LBB,1,-6.0,-14.0,0,N,0,0,0,0,0
BHM,4,-7.0,-19.0,0,N,0,0,0,0,0
LAX,12,377.0,355.0,0,N,355,0,0,0,0
PHX,10,-7.0,-8.0,0,N,0,0,0,0,0
AUS,2,-7.0,-24.0,0,N,0,0,0,0,0
BUF,4,116.0,102.0,0,N,0,102,0,0,0
LAS,3,-8.0,-9.0,0,N,0,0,0,0,0
XNA,6,-6.0,-19.0,0,N,0,0,0,0,0
ORD,12,21.0,15.0,0,N,0,0,0,0,15
DFW,2,-1.0,-9.0,0,N,0,0,0,0,0
DEN,11,-4.0,-17.0,0,N,0,0,0,0,0
ALB,1,5.0,-7.0,0,N,0,0,0,0,0
PNS,5,-10.0,-12.0,0,N,0,0,0,0,0
ORD,9,-9.0,-32.0,0,N,0,0,0,0,0
CVG,4,-3.0,-10.0,0,N,0,0,0,0,0
CMH,6,10.0,87.0,0,N,10,0,77,0,0
DTW,2,-10.0,-20.0,0,N,0,0,0,0,0
TPA,8,2.0,-6.0,0,N,0,0,0,0,0
MSP,10,-10.0,-9.0,0,N,0,0,0,0,0
DFW,4,-6.0,-12.0,0,N,0,0,0,0,0
OKC,2,-1.0,-20.0,0,N,0,0,0,0,0
SEA,4,3.0,-16.0,0,N,0,0,0,0,0
PHX,3,26.0,14.0,0,N,0,0,0,0,0
HOU,5,-1.0,7.0,0,N,0,0,0,0,0
CLE,7,-4.0,-21.0,0,N,0,0,0,0,0
PDX,7,0.0,5.0,0,N,0,0,0,0,0
HRL,12,-8.0,-24.0,0,N,0,0,0,0,0
MCO,5,-2.0,0.0,0,N,0,0,0,0,0
SNA,3,-3.0,9.0,0,N,0,0,0,0,0
DTW,1,30.0,21.0,0,N,10,0,0,0,11
TYS,7,35.0,27.0,0,N,27,0,0,0,0
SLC,4,-11.0,-17.0,0,N,0,0,0,0,0
DCA,6,-9.0,-12.0,0,N,0,0,0,0,0
ORD,10,-3.0,-8.0,0,N,0,0,0,0,0
SAN,1,7.0,13.0,0,N,0,0,0,0,0
ROC,4,-8.0,-21.0,0,N,0,0,0,0,0
SEA,9,22.0,-5.0,0,N,0,0,0,0,0
PDX,5,-6.0,-23.0,0,N,0,0,0,0,0
BOS,2,-3.0,1.0,0,N,0,0,0,0,0
LAS,9,93.0,88.0,0,N,0,0,0,0,88
FLL,3,46.0,22.0,0,N,0,0,0,0,22
DFW,10,-2.0,-7.0,0,N,0,0,0,0,0
MCO,4,-12.0,-24.0,0,N,0,0,0,0,0
EWR,10,-9.0,-33.0,0,N,0,0,0,0,0
CLT,2,-4.0,-15.0,0,N,0,0,0,0,0
