origin,month,dep_delay,arr_delay,cancelled,cancellation_code,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
MGM,11,-10.0,-13.0,0,N,0,0,0,0,0
DEN,11,-9.0,-28.0,0,N,0,0,0,0,0
HPN,7,8.0,12.0,0,N,0,0,0,0,0
DFW,5,48.0,53.0,0,N,38,10,5,0,0
LAS,1,-2.0,-30.0,0,N,0,0,0,0,0
RSW,3,-14.0,-21.0,0,N,0,0,0,0,0
BNA,3,-8.0,-10.0,0,N,0,0,0,0,0
JAX,4,200.0,191.0,0,N,0,0,1,0,190
LAS,5,-12.0,-13.0,0,N,0,0,0,0,0
TRI,6,-8.0,-23.0,0,N,0,0,0,0,0
LAS,8,56.0,44.0,0,N,0,0,0,0,44
BUR,6,-9.0,-18.0,0,N,0,0,0,0,0
SNA,9,-10.0,-19.0,0,N,0,0,0,0,0
IAH,10,19.0,2.0,0,N,0,0,0,0,0
PHL,4,19.0,30.0,0,N,1,0,11,0,18
JAX,6,-7.0,0.0,0,N,0,0,0,0,0
SFO,12,0.0,1.0,0,N,0,0,0,0,0
TYS,4,0.0,1.0,0,N,0,0,0,0,0
CLT,9,-5.0,-15.0,0,N,0,0,0,0,0
PHL,11,-4.0,-21.0,0,N,0,0,0,0,0
ATL,7,-3.0,-13.0,0,N,0,0,0,0,0
SAN,4,28.0,2.0,0,N,0,0,0,0,0
SAN,5,-11.0,-13.0,0,N,0,0,0,0,0
DFW,4,14.0,31.0,0,N,14,0,17,0,0
SFO,7,74.0,69.0,0,N,0,0,25,0,44
SDF,3,-3.0,-4.0,0,N,0,0,0,0,0
ANC,8,55.0,24.0,0,N,24,0,0,0,0
SJU,12,-8.0,-6.0,0,N,0,0,0,0,0
RDU,8,-4.0,-12.0,0,N,0,0,0,0,0
SFO,11,-7.0,-15.0,0,N,0,0,0,0,0
MCI,11,15.0,-6.0,0,N,0,0,0,0,0
LAS,11,7.0,0.0,0,N,0,0,0,0,0
DEN,11,50.0,39.0,0,N,0,0,0,0,39
BOS,4,-3.0,-17.0,0,N,0,0,0,0,0
DCA,10,-9.0,-10.0,0,N,0,0,0,0,0
HOU,1,0.0,-12.0,0,N,0,0,0,0,0
DEN,8,95.0,93.0,0,N,93,0,0,0,0
DFW,9,-5.0,-5.0,0,N,0,0,0,0,0
BNA,9,-1.0,-9.0,0,N,0,0,0,0,0
SEA,8,-7.0,-1.0,0,N,0,0,0,0,0
LAX,3,47.0,41.0,0,N,0,0,41,0,0
MIA,7,13.0,,1,B,0,0,0,0,0
FLL,1,-6.0,-11.0,0,N,0,0,0,0,0
ATL,7,-5.0,14.0,0,N,0,0,0,0,0
LAX,10,-6.0,0.0,0,N,0,0,0,0,0
MCO,4,-7.0,-27.0,0,N,0,0,0,0,0
MCI,12,0.0,-12.0,0,N,0,0,0,0,0
CLT,5,-4.0,-15.0,0,N,0,0,0,0,0
PHL,9,11.0,-9.0,0,N,0,0,0,0,0
TPA,3,72.0,52.0,0,N,2,0,0,0,50
CLT,12,-7.0,-13.0,0,N,0,0,0,0,0
DFW,6,12.0,28.0,0,N,0,0,16,0,12
MCO,12,84.0,58.0,0,N,14,0,0,0,44
EWR,9,44.0,29.0,0,N,5,0,0,0,24
DTW,2,-10.0,-15.0,0,N,0,0,0,0,0
LAS,6,-4.0,-16.0,0,N,0,0,0,0,0
LAX,10,-6.0,11.0,0,N,0,0,0,0,0
DFW,12,34.0,27.0,0,N,6,0,0,0,21
LAX,9,-3.0,-3.0,0,N,0,0,0,0,0
OAK,12,88.0,90.0,0,N,0,0,2,0,88
ORD,4,-1.0,-24.0,0,N,0,0,0,0,0
ALB,6,-7.0,-16.0,0,N,0,0,0,0,0
OKC,6,7.0,1.0,0,N,0,0,0,0,0
ATL,6,4.0,8.0,0,N,0,0,0,0,0
STS,11,-7.0,4.0,0,N,0,0,0,0,0
ATL,4,-5.0,-16.0,0,N,0,0,0,0,0
DTW,1,6.0,-2.0,0,N,0,0,0,0,0
LAX,1,65.0,63.0,0,N,63,0,0,0,0
DFW,2,-1.0,2.0,0,N,0,0,0,0,0
MSP,3,-5.0,-11.0,0,N,0,0,0,0,0
ALB,8,13.0,-6.0,0,N,0,0,0,0,0
MEM,10,-7.0,-3.0,0,N,0,0,0,0,0
ORD,11,-3.0,-1.0,0,N,0,0,0,0,0
LGA,9,-4.0,-7.0,0,N,0,0,0,0,0
GRB,2,-11.0,-24.0,0,N,0,0,0,0,0
SJC,9,2.0,-14.0,0,N,0,0,0,0,0
BNA,5,1.0,-8.0,0,N,0,0,0,0,0
SLC,8,-4.0,50.0,0,N,0,0,50,0,0
DFW,11,0.0,7.0,0,N,0,0,0,0,0
DCA,7,134.0,131.0,0,N,11,0,0,0,120
DEN,11,43.0,94.0,0,N,0,0,51,0,43
DCA,12,-10.0,-31.0,0,N,0,0,0,0,0
MCO,9,-3.0,-11.0,0,N,0,0,0,0,0
MSP,12,-3.0,-11.0,0,N,0,0,0,0,0
MFE,7,27.0,26.0,0,N,1,0,0,0,25
FLL,11,1.0,19.0,0,N,1,0,18,0,0
ORD,5,10.0,0.0,0,N,0,0,0,0,0
JFK,2,,,1,B,0,0,0,0,0
DFW,11,33.0,33.0,0,N,0,33,0,0,0
PHX,4,-4.0,-24.0,0,N,0,0,0,0,0
ORD,12,-4.0,-7.0,0,N,0,0,0,0,0
ONT,10,-10.0,-7.0,0,N,0,0,0,0,0
PIT,10,-7.0,-28.0,0,N,0,0,0,0,0
OMA,10,-13.0,-12.0,0,N,0,0,0,0,0
ATL,9,23.0,8.0,0,N,0,0,0,0,0
LNK,12,,,1,B,0,0,0,0,0
RNO,10,-5.0,-17.0,0,N,0,0,0,0,0
MCI,4,-9.0,-24.0,0,N,0,0,0,0,0
PHL,10,-5.0,-27.0,0,N,0,0,0,0,0
CLT,10,-7.0,-22.0,0,N,0,0,0,0,0
IAD,9,-1.0,51.0,0,N,0,0,51,0,0
EYW,3,75.0,77.0,0,N,0,0,2,0,75
RSW,4,-4.0,-16.0,0,N,0,0,0,0,0
LGA,3,97.0,89.0,0,N,0,0,89,0,0
MSY,12,-10.0,-17.0,0,N,0,0,0,0,0
EWR,3,81.0,70.0,0,N,8,0,0,0,62
HSV,12,-1.0,-16.0,0,N,0,0,0,0,0
LAS,1,-3.0,-6.0,0,N,0,0,0,0,0
LWS,10,-11.0,-7.0,0,N,0,0,0,0,0
SEA,6,-4.0,-22.0,0,N,0,0,0,0,0
SRQ,1,-7.0,-15.0,0,N,0,0,0,0,0
MIA,10,1.0,-11.0,0,N,0,0,0,0,0
DFW,8,-3.0,-11.0,0,N,0,0,0,0,0
ORD,10,26.0,8.0,0,N,0,0,0,0,0
SEA,12,-9.0,-16.0,0,N,0,0,0,0,0
BOS,5,-11.0,-26.0,0,N,0,0,0,0,0
DTW,5,-6.0,6.0,0,N,0,0,0,0,0
PHX,3,14.0,8.0,0,N,0,0,0,0,0
ORD,3,28.0,-4.0,0,N,0,0,0,0,0
ORD,4,-3.0,12.0,0,N,0,0,0,0,0
IMT,7,-10.0,-4.0,0,N,0,0,0,0,0
TPA,4,-3.0,-29.0,0,N,0,0,0,0,0
SJU,7,-2.0,-17.0,0,N,0,0,0,0,0
ATL,10,-3.0,-11.0,0,N,0,0,0,0,0
MSN,7,-7.0,-11.0,0,N,0,0,0,0,0
ATL,4,8.0,-6.0,0,N,0,0,0,0,0
ATL,1,-6.0,-12.0,0,N,0,0,0,0,0
DTW,5,-6.0,-4.0,0,N,0,0,0,0,0
SLC,12,-5.0,2.0,0,N,0,0,0,0,0
LGA,5,15.0,-14.0,0,N,0,0,0,0,0
CHA,11,-8.0,10.0,0,N,0,0,0,0,0
PNS,9,-6.0,-3.0,0,N,0,0,0,0,0
PHX,1,-4.0,-7.0,0,N,0,0,0,0,0
IAH,9,-3.0,-6.0,0,N,0,0,0,0,0
EWR,10,-2.0,3.0,0,N,0,0,0,0,0
MSP,3,-5.0,-9.0,0,N,0,0,0,0,0
SIT,9,14.0,14.0,0,N,0,0,0,0,0
ATL,7,309.0,315.0,0,N,309,0,6,0,0
LAS,6,-10.0,-37.0,0,N,0,0,0,0,0
DFW,3,-5.0,-4.0,0,N,0,0,0,0,0
DCA,2,-1.0,-4.0,0,N,0,0,0,0,0
LAS,1,48.0,75.0,0,N,0,0,27,0,48
ATL,10,27.0,29.0,0,N,0,0,2,0,27
ATL,3,12.0,-4.0,0,N,0,0,0,0,0
MQT,11,-6.0,-23.0,0,N,0,0,0,0,0
IAH,2,-8.0,-25.0,0,N,0,0,0,0,0
ORF,10,-10.0,-29.0,0,N,0,0,0,0,0
PHL,11,-7.0,-15.0,0,N,0,0,0,0,0
LAX,4,-10.0,-23.0,0,N,0,0,0,0,0
LGA,7,-1.0,109.0,0,N,0,0,109,0,0
JAX,12,13.0,10.0,0,N,0,0,0,0,0
SLC,12,-4.0,-4.0,0,N,0,0,0,0,0
ORD,9,-6.0,-15.0,0,N,0,0,0,0,0
ORD,8,103.0,108.0,0,N,7,0,5,0,96
PVD,4,-5.0,-9.0,0,N,0,0,0,0,0
OMA,5,-5.0,3.0,0,N,0,0,0,0,0
ORD,8,-4.0,-29.0,0,N,0,0,0,0,0
SLC,3,-7.0,-7.0,0,N,0,0,0,0,0
MSO,5,-7.0,-12.0,0,N,0,0,0,0,0
ATL,7,45.0,,0,N,0,0,0,0,0
MSY,3,54.0,36.0,0,N,18,0,0,0,18
OKC,10,2.0,0.0,0,N,0,0,0,0,0
ORD,5,-6.0,-16.0,0,N,0,0,0,0,0
ATL,8,37.0,28.0,0,N,15,0,0,0,13
LGA,7,-8.0,-16.0,0,N,0,0,0,0,0
AUS,9,2.0,8.0,0,N,0,0,0,0,0
ORD,11,66.0,69.0,0,N,0,0,3,0,66
TUS,11,0.0,13.0,0,N,0,0,0,0,0
HSV,12,38.0,36.0,0,N,9,0,0,0,27
SAN,3,-3.0,-5.0,0,N,0,0,0,0,0
DAL,10,-5.0,-10.0,0,N,0,0,0,0,0
BNA,7,-1.0,15.0,0,N,15,0,0,0,0
EWR,12,97.0,69.0,0,N,0,0,0,0,69
BOS,7,5.0,-12.0,0,N,0,0,0,0,0
AUS,6,-7.0,1.0,0,N,0,0,0,0,0
MDW,8,15.0,24.0,0,N,7,0,9,0,8
DTW,6,-5.0,-13.0,0,N,0,0,0,0,0
IND,11,-1.0,5.0,0,N,0,0,0,0,0
PHX,5,23.0,7.0,0,N,0,0,0,0,0
SBA,1,-5.0,37.0,0,N,0,0,37,0,0
DEN,4,2.0,-18.0,0,N,0,0,0,0,0
LAS,7,-1.0,-13.0,0,N,0,0,0,0,0
TTN,12,-17.0,-7.0,0,N,0,0,0,0,0
JFK,6,-1.0,-16.0,0,N,0,0,0,0,0
SEA,11,-7.0,-16.0,0,N,0,0,0,0,0
LGA,9,-3.0,-4.0,0,N,0,0,0,0,0
PBI,5,-1.0,7.0,0,N,0,0,0,0,0
DFW,4,-7.0,-40.0,0,N,0,0,0,0,0
LAS,9,0.0,-17.0,0,N,0,0,0,0,0
CLT,3,9.0,31.0,0,N,9,0,22,0,0
SAN,6,-1.0,-6.0,0,N,0,0,0,0,0
ORD,9,48.0,47.0,0,N,0,0,0,0,47
JFK,6,137.0,126.0,0,N,126,0,0,0,0
MCO,6,-7.0,-19.0,0,N,0,0,0,0,0
MCO,3,-4.0,-25.0,0,N,0,0,0,0,0
LAX,10,-3.0,-17.0,0,N,0,0,0,0,0
PHL,3,-3.0,-19.0,0,N,0,0,0,0,0
DFW,11,136.0,133.0,0,N,0,0,0,0,133
SFO,4,179.0,164.0,0,N,0,0,0,0,164
PDX,7,-7.0,-32.0,0,N,0,0,0,0,0
FLL,11,5.0,2.0,0,N,0,0,0,0,0
DEN,12,2.0,-17.0,0,N,0,0,0,0,0
DAL,9,-9.0,-11.0,0,N,0,0,0,0,0
LAS,4,7.0,-14.0,0,N,0,0,0,0,0
SJC,9,-6.0,20.0,0,N,0,0,20,0,0
ATL,4,10.0,1.0,0,N,0,0,0,0,0
ATL,12,-3.0,-6.0,0,N,0,0,0,0,0
LAX,2,-6.0,-21.0,0,N,0,0,0,0,0
RSW,3,-6.0,-4.0,0,N,0,0,0,0,0
ROC,1,,,1,B,0,0,0,0,0
HOU,12,-5.0,-20.0,0,N,0,0,0,0,0
TPA,1,-2.0,-8.0,0,N,0,0,0,0,0
ATL,11,-10.0,-3.0,0,N,0,0,0,0,0
SFO,12,1.0,-18.0,0,N,0,0,0,0,0
ORD,5,-3.0,-7.0,0,N,0,0,0,0,0
HNL,10,-5.0,-7.0,0,N,0,0,0,0,0
MDW,4,30.0,41.0,0,N,0,0,11,0,30
CVG,7,3.0,-4.0,0,N,0,0,0,0,0
PHX,6,159.0,165.0,0,N,46,0,6,0,113
BZN,3,-5.0,-31.0,0,N,0,0,0,0,0
RDU,6,0.0,-16.0,0,N,0,0,0,0,0
STL,12,12.0,-10.0,0,N,0,0,0,0,0
LAS,7,46.0,30.0,0,N,0,0,0,0,30
FLL,4,-5.0,-20.0,0,N,0,0,0,0,0
PHL,10,27.0,0.0,0,N,0,0,0,0,0
CVG,4,-8.0,-20.0,0,N,0,0,0,0,0
LGA,6,-6.0,-6.0,0,N,0,0,0,0,0
BOS,4,-4.0,-1.0,0,N,0,0,0,0,0
SGF,10,-6.0,-20.0,0,N,0,0,0,0,0
SAT,11,8.0,-3.0,0,N,0,0,0,0,0
MIA,4,-8.0,-19.0,0,N,0,0,0,0,0
BOS,4,31.0,31.0,0,N,4,0,0,0,27
SNA,6,-4.0,-14.0,0,N,0,0,0,0,0
PHX,5,0.0,8.0,0,N,0,0,0,0,0
SAN,6,-6.0,-8.0,0,N,0,0,0,0,0
MSP,10,-8.0,-16.0,0,N,0,0,0,0,0
OGG,3,-8.0,-38.0,0,N,0,0,0,0,0
CHS,11,-4.0,2.0,0,N,0,0,0,0,0
RSW,4,0.0,-24.0,0,N,0,0,0,0,0
LAX,11,-4.0,5.0,0,N,0,0,0,0,0
SAN,11,-9.0,0.0,0,N,0,0,0,0,0
DTW,2,21.0,15.0,0,N,0,0,0,0,15
GEG,6,-10.0,-8.0,0,N,0,0,0,0,0
SEA,2,12.0,3.0,0,N,0,0,0,0,0
LGA,2,-2.0,-10.0,0,N,0,0,0,0,0
LGA,7,20.0,8.0,0,N,0,0,0,0,0
JFK,10,-10.0,-14.0,0,N,0,0,0,0,0
GRR,5,-13.0,-28.0,0,N,0,0,0,0,0
DEN,9,-5.0,9.0,0,N,0,0,0,0,0
JFK,1,30.0,32.0,0,N,0,0,32,0,0
DEN,7,9.0,10.0,0,N,0,0,0,0,0
SFO,8,-10.0,-10.0,0,N,0,0,0,0,0
DFW,11,36.0,33.0,0,N,33,0,0,0,0
DTW,3,-3.0,-15.0,0,N,0,0,0,0,0
MIA,3,26.0,43.0,0,N,21,0,17,0,5
LAX,10,-13.0,-24.0,0,N,0,0,0,0,0
TUL,5,8.0,1.0,0,N,0,0,0,0,0
LAX,7,-6.0,1.0,0,N,0,0,0,0,0
CLT,12,-4.0,-9.0,0,N,0,0,0,0,0
GJT,12,-5.0,-11.0,0,N,0,0,0,0,0
STL,8,-2.0,-16.0,0,N,0,0,0,0,0
CMH,9,10.0,-22.0,0,N,0,0,0,0,0
RNO,11,0.0,-1.0,0,N,0,0,0,0,0
HNL,12,-6.0,-31.0,0,N,0,0,0,0,0
ABQ,5,-8.0,-7.0,0,N,0,0,0,0,0
LGA,1,-6.0,-6.0,0,N,0,0,0,0,0
MSP,4,,,1,B,0,0,0,0,0
CLT,7,-1.0,-28.0,0,N,0,0,0,0,0
IAD,10,-12.0,2.0,0,N,0,0,0,0,0
PHX,12,-7.0,-13.0,0,N,0,0,0,0,0
LGA,2,-6.0,-14.0,0,N,0,0,0,0,0
PHL,6,1.0,-12.0,0,N,0,0,0,0,0
BHM,7,34.0,46.0,0,N,7,0,12,0,27
PDX,9,-10.0,-13.0,0,N,0,0,0,0,0
LGA,11,50.0,33.0,0,N,5,0,0,0,28
STL,8,-1.0,-3.0,0,N,0,0,0,0,0
BWI,10,93.0,87.0,0,N,0,0,0,0,87
LAX,4,-7.0,-7.0,0,N,0,0,0,0,0
MCI,5,2.0,-2.0,0,N,0,0,0,0,0
MSN,7,-11.0,4.0,0,N,0,0,0,0,0
MCI,4,-1.0,-9.0,0,N,0,0,0,0,0
SAN,7,-5.0,-21.0,0,N,0,0,0,0,0
IAH,5,79.0,59.0,0,N,4,0,0,0,55
DFW,11,0.0,-26.0,0,N,0,0,0,0,0
DTW,8,-2.0,-17.0,0,N,0,0,0,0,0
LAS,4,-3.0,-15.0,0,N,0,0,0,0,0
DEN,4,68.0,60.0,0,N,60,0,0,0,0
PHX,10,7.0,7.0,0,N,0,0,0,0,0
ONT,5,-4.0,-7.0,0,N,0,0,0,0,0
MCO,4,-7.0,-12.0,0,N,0,0,0,0,0
LAX,7,2.0,0.0,0,N,0,0,0,0,0
GRR,6,56.0,37.0,0,N,37,0,0,0,0
ORD,10,-6.0,-22.0,0,N,0,0,0,0,0
PHX,5,-1.0,-2.0,0,N,0,0,0,0,0
GSO,10,-4.0,-10.0,0,N,0,0,0,0,0
ATL,4,88.0,109.0,0,N,88,0,21,0,0
MCO,3,1.0,-2.0,0,N,0,0,0,0,0
HPN,7,11.0,-5.0,0,N,0,0,0,0,0
ATL,4,40.0,51.0,0,N,7,0,11,0,33
SBP,10,-3.0,-6.0,0,N,0,0,0,0,0
HOU,2,-5.0,-9.0,0,N,0,0,0,0,0
ALB,11,12.0,7.0,0,N,0,0,0,0,0
AUS,9,-1.0,-18.0,0,N,0,0,0,0,0
PIT,5,-4.0,-1.0,0,N,0,0,0,0,0
RDU,8,233.0,192.0,0,N,192,0,0,0,0
MSY,4,8.0,13.0,0,N,0,0,0,0,0
SEA,10,0.0,-10.0,0,N,0,0,0,0,0
SBN,12,11.0,-16.0,0,N,0,0,0,0,0
RDU,7,9.0,6.0,0,N,0,0,0,0,0
CLT,11,-1.0,-15.0,0,N,0,0,0,0,0
SFO,11,-7.0,-4.0,0,N,0,0,0,0,0
MCI,6,-2.0,-25.0,0,N,0,0,0,0,0
SJC,2,0.0,-8.0,0,N,0,0,0,0,0
SLC,7,19.0,15.0,0,N,15,0,0,0,0
CLT,10,135.0,131.0,0,N,55,0,0,0,76
PHL,3,-3.0,-21.0,0,N,0,0,0,0,0
SFO,7,-4.0,-25.0,0,N,0,0,0,0,0
ATL,4,-2.0,-2.0,0,N,0,0,0,0,0
DCA,11,34.0,8.0,0,N,0,0,0,0,0
DTW,8,-1.0,-2.0,0,N,0,0,0,0,0
ATL,7,14.0,,0,N,0,0,0,0,0
SEA,12,-9.0,-15.0,0,N,0,0,0,0,0
ATL,9,3.0,-4.0,0,N,0,0,0,0,0
SBA,1,-6.0,-19.0,0,N,0,0,0,0,0
STL,3,7.0,-1.0,0,N,0,0,0,0,0
BWI,3,20.0,-6.0,0,N,0,0,0,0,0
SAN,4,24.0,7.0,0,N,0,0,0,0,0
MDW,11,-3.0,-27.0,0,N,0,0,0,0,0
DCA,3,-8.0,-23.0,0,N,0,0,0,0,0
SLC,6,-2.0,2.0,0,N,0,0,0,0,0
SAN,5,18.0,9.0,0,N,0,0,0,0,0
ORD,7,-3.0,-14.0,0,N,0,0,0,0,0
MDW,6,37.0,31.0,0,N,0,0,31,0,0
MCO,7,16.0,31.0,0,N,16,0,15,0,0
SNA,10,-1.0,-12.0,0,N,0,0,0,0,0
LAX,3,4.0,2.0,0,N,0,0,0,0,0
SFO,2,194.0,226.0,0,N,0,0,32,0,194
SEA,2,-6.0,-12.0,0,N,0,0,0,0,0
PHX,8,-1.0,-16.0,0,N,0,0,0,0,0
PHX,11,-4.0,-16.0,0,N,0,0,0,0,0
FLL,1,65.0,47.0,0,N,10,0,1,0,36
SNA,7,291.0,277.0,0,N,7,0,0,0,270
LAS,5,-7.0,-13.0,0,N,0,0,0,0,0
DEN,9,1.0,-7.0,0,N,0,0,0,0,0
LAS,2,93.0,80.0,0,N,80,0,0,0,0
BOS,1,198.0,203.0,0,N,198,0,5,0,0
CLT,1,1.0,7.0,0,N,0,0,0,0,0
SJC,11,1.0,-15.0,0,N,0,0,0,0,0
ATL,1,37.0,27.0,0,N,27,0,0,0,0
PIT,11,-3.0,9.0,0,N,0,0,0,0,0
GNV,2,6.0,-15.0,0,N,0,0,0,0,0
VPS,3,-9.0,-13.0,0,N,0,0,0,0,0
MCO,5,33.0,48.0,0,N,0,0,15,0,33
CMH,2,-5.0,-30.0,0,N,0,0,0,0,0
JFK,9,26.0,27.0,0,N,9,0,1,0,17
SEA,10,-4.0,3.0,0,N,0,0,0,0,0
DCA,11,-5.0,-19.0,0,N,0,0,0,0,0
MSN,8,21.0,28.0,0,N,21,0,7,0,0
ATL,10,-3.0,-5.0,0,N,0,0,0,0,0
SJC,2,-5.0,31.0,0,N,0,0,31,0,0
AUS,3,-8.0,-21.0,0,N,0,0,0,0,0
CLT,9,6.0,4.0,0,N,0,0,0,0,0
DFW,8,23.0,6.0,0,N,0,0,0,0,0
EWR,6,-12.0,-20.0,0,N,0,0,0,0,0
SJU,8,-8.0,-26.0,0,N,0,0,0,0,0
JFK,6,-1.0,-19.0,0,N,0,0,0,0,0
FAT,7,-2.0,-7.0,0,N,0,0,0,0,0
BWI,4,32.0,52.0,0,N,0,0,52,0,0
DFW,1,-7.0,-41.0,0,N,0,0,0,0,0
DEN,4,-4.0,-5.0,0,N,0,0,0,0,0
DEN,12,-4.0,-23.0,0,N,0,0,0,0,0
DFW,2,-2.0,4.0,0,N,0,0,0,0,0
PHX,6,1.0,0.0,0,N,0,0,0,0,0
DEN,1,51.0,29.0,0,N,5,0,0,0,24
SAV,5,2.0,3.0,0,N,0,0,0,0,0
RDU,11,-9.0,-31.0,0,N,0,0,0,0,0
DTW,5,124.0,118.0,0,N,93,0,0,0,25
HNL,4,-2.0,-2.0,0,N,0,0,0,0,0
STL,9,2.0,-17.0,0,N,0,0,0,0,0
ORD,9,0.0,-37.0,0,N,0,0,0,0,0
DCA,5,46.0,96.0,0,N,0,0,54,0,42
TUS,10,-5.0,,0,N,0,0,0,0,0
IAH,8,-2.0,-7.0,0,N,0,0,0,0,0
TPA,10,-10.0,-10.0,0,N,0,0,0,0,0
DEN,9,-6.0,-15.0,0,N,0,0,0,0,0
LAX,9,-4.0,-6.0,0,N,0,0,0,0,0
CLT,9,30.0,34.0,0,N,3,0,4,0,27
IAH,9,-10.0,-17.0,0,N,0,0,0,0,0
SAT,9,3.0,-12.0,0,N,0,0,0,0,0
ORD,8,7.0,6.0,0,N,0,0,0,0,0
DFW,11,-10.0,-9.0,0,N,0,0,0,0,0
COU,2,-4.0,-12.0,0,N,0,0,0,0,0
BUR,11,-10.0,-23.0,0,N,0,0,0,0,0
MCO,6,-10.0,-15.0,0,N,0,0,0,0,0
PHX,4,4.0,-8.0,0,N,0,0,0,0,0
DAL,1,3.0,-8.0,0,N,0,0,0,0,0
LAS,12,-5.0,0.0,0,N,0,0,0,0,0
SAN,8,15.0,14.0,0,N,0,0,0,0,0
CLT,8,-4.0,-26.0,0,N,0,0,0,0,0
ORD,8,0.0,-2.0,0,N,0,0,0,0,0
EWR,7,,,1,A,0,0,0,0,0
SLC,10,27.0,29.0,0,N,0,0,2,0,27
DEN,2,-12.0,-15.0,0,N,0,0,0,0,0
DAL,2,0.0,-27.0,0,N,0,0,0,0,0
DEN,6,10.0,19.0,0,N,10,0,9,0,0
MDW,7,63.0,70.0,0,N,0,0,7,0,63
LGA,12,25.0,-5.0,0,N,0,0,0,0,0
DEN,10,-3.0,-21.0,0,N,0,0,0,0,0
SLC,1,-9.0,-16.0,0,N,0,0,0,0,0
DFW,3,-2.0,-5.0,0,N,0,0,0,0,0
JFK,10,18.0,30.0,0,N,3,0,12,0,15
XNA,10,-5.0,-22.0,0,N,0,0,0,0,0
VPS,8,-6.0,1.0,0,N,0,0,0,0,0
JFK,4,-5.0,-41.0,0,N,0,0,0,0,0
LGA,9,-4.0,-15.0,0,N,0,0,0,0,0
LIT,10,-4.0,-11.0,0,N,0,0,0,0,0
BUR,4,1.0,-9.0,0,N,0,0,0,0,0
GNV,7,-16.0,-22.0,0,N,0,0,0,0,0
LAS,11,-2.0,-16.0,0,N,0,0,0,0,0
HOU,9,0.0,3.0,0,N,0,0,0,0,0
ORD,3,-1.0,-20.0,0,N,0,0,0,0,0
SEA,11,-9.0,-25.0,0,N,0,0,0,0,0
MEM,1,-5.0,-8.0,0,N,0,0,0,0,0
OKC,6,0.0,-10.0,0,N,0,0,0,0,0
AUS,2,-1.0,7.0,0,N,0,0,0,0,0
LGA,7,-1.0,-12.0,0,N,0,0,0,0,0
DAL,1,-6.0,-19.0,0,N,0,0,0,0,0
SLC,2,-6.0,-17.0,0,N,0,0,0,0,0
DCA,5,-9.0,-23.0,0,N,0,0,0,0,0
SNA,4,5.0,-11.0,0,N,0,0,0,0,0
MSP,2,36.0,32.0,0,N,0,0,17,0,15
LIT,6,43.0,37.0,0,N,0,0,0,0,37
HOU,9,31.0,10.0,0,N,0,0,0,0,0
MCI,10,-1.0,-20.0,0,N,0,0,0,0,0
BUF,7,-3.0,-1.0,0,N,0,0,0,0,0
GPT,8,-8.0,-9.0,0,N,0,0,0,0,0
EWR,6,-8.0,-22.0,0,N,0,0,0,0,0
GGG,3,-10.0,-21.0,0,N,0,0,0,0,0
BNA,3,-4.0,-7.0,0,N,0,0,0,0,0
DAL,1,0.0,-6.0,0,N,0,0,0,0,0
DAL,5,56.0,50.0,0,N,50,0,0,0,0
DEN,10,-8.0,-9.0,0,N,0,0,0,0,0
TTN,12,-5.0,-12.0,0,N,0,0,0,0,0
SEA,7,1.0,-16.0,0,N,0,0,0,0,0
EWR,12,-8.0,-8.0,0,N,0,0,0,0,0
SFO,7,7.0,5.0,0,N,0,0,0,0,0
FAR,8,39.0,19.0,0,N,0,0,0,0,19
MSP,8,-3.0,-5.0,0,N,0,0,0,0,0
MCO,2,-12.0,-14.0,0,N,0,0,0,0,0
PVU,9,-11.0,-20.0,0,N,0,0,0,0,0
TYS,7,27.0,18.0,0,N,18,0,0,0,0
PGD,2,2.0,17.0,0,N,2,0,15,0,0
BUR,5,-4.0,3.0,0,N,0,0,0,0,0
BOS,2,-3.0,-18.0,0,N,0,0,0,0,0
PBI,12,31.0,17.0,0,N,0,0,0,0,17
SFO,1,34.0,34.0,0,N,0,0,24,0,10
CMH,11,-3.0,-19.0,0,N,0,0,0,0,0
IAH,3,-8.0,-37.0,0,N,0,0,0,0,0
ORD,5,-4.0,5.0,0,N,0,0,0,0,0
ORD,6,-3.0,-9.0,0,N,0,0,0,0,0
DFW,9,-5.0,-21.0,0,N,0,0,0,0,0
VPS,10,-2.0,12.0,0,N,0,0,0,0,0
LAX,1,0.0,-32.0,0,N,0,0,0,0,0
LGA,6,18.0,36.0,0,N,0,18,18,0,0
CLT,10,-6.0,-13.0,0,N,0,0,0,0,0
MSP,11,-4.0,-6.0,0,N,0,0,0,0,0
DFW,6,-4.0,-15.0,0,N,0,0,0,0,0
ATL,12,5.0,-13.0,0,N,0,0,0,0,0
SGU,6,-4.0,-11.0,0,N,0,0,0,0,0
BZN,1,-7.0,-22.0,0,N,0,0,0,0,0
LAX,7,7.0,-3.0,0,N,0,0,0,0,0
LAS,11,-2.0,-13.0,0,N,0,0,0,0,0
DCA,10,-4.0,-33.0,0,N,0,0,0,0,0
SJC,12,-10.0,-27.0,0,N,0,0,0,0,0
ORF,9,-6.0,-26.0,0,N,0,0,0,0,0
LAS,1,-9.0,-17.0,0,N,0,0,0,0,0
SEA,4,33.0,61.0,0,N,0,0,28,0,33
IAD,11,-4.0,9.0,0,N,0,0,0,0,0
