op_unique_carrier,origin,arr_delay,cancelled,month
AA,EGE,9.0,0,3
WN,SJC,-22.0,0,10
F9,DFW,-7.0,0,5
YX,PIT,2.0,0,8
WN,HOU,-14.0,0,8
MQ,SDF,-14.0,0,6
UA,IAD,17.0,0,1
UA,PHL,-20.0,0,1
NK,MSY,1.0,0,5
DL,DTW,-13.0,0,10
UA,MSN,-9.0,0,10
AS,SEA,-23.0,0,12
DL,DTW,-10.0,0,10
DL,DTW,-20.0,0,11
AA,PHL,-9.0,0,5
OH,PHL,97.0,0,12
MQ,LBB,-2.0,0,4
UA,ORD,13.0,0,5
9E,SAV,-14.0,0,10
DL,BOS,-7.0,0,6
AS,SEA,-5.0,0,8
WN,CMH,-4.0,0,4
OO,FSD,-17.0,0,9
AA,DFW,-14.0,0,9
WN,GEG,-9.0,0,6
OH,CLT,35.0,0,7
AA,SAN,6.0,0,8
AA,PHL,-28.0,0,7
UA,IAD,26.0,0,6
UA,LIH,-34.0,0,8
UA,TUS,-12.0,0,9
UA,ORD,-5.0,0,4
AA,MIA,84.0,0,3
DL,STL,-25.0,0,8
DL,BOS,39.0,0,12
F9,DEN,1.0,0,10
UA,TPA,-5.0,0,7
OO,GEG,,1,12
UA,MSP,66.0,0,8
HA,LIH,-4.0,0,12
WN,OAK,-13.0,0,9
UA,ATL,-16.0,0,10
WN,RNO,8.0,0,7
WN,LIH,-15.0,0,11
UA,RSW,-33.0,0,8
WN,STL,-18.0,0,2
OO,ASE,-5.0,0,8
AA,LAS,-3.0,0,2
AA,DFW,-12.0,0,4
WN,BWI,6.0,0,1
AA,JFK,10.0,0,9
DL,MIA,-25.0,0,4
G4,BNA,48.0,0,5
WN,PHX,12.0,0,10
WN,SNA,46.0,0,6
AA,DTW,-10.0,0,1
9E,BGR,-5.0,0,1
G4,PVU,46.0,0,7
WN,LGA,-33.0,0,12
DL,JAN,0.0,0,9
AA,FLL,73.0,0,3
DL,LAX,-5.0,0,7
DL,ATL,-8.0,0,9
MQ,DFW,50.0,0,2
AA,IAH,229.0,0,3
AA,JFK,-39.0,0,7
OO,PDX,-27.0,0,6
WN,SAV,52.0,0,5
DL,ORD,-8.0,0,3
UA,DEN,0.0,0,2
UA,BNA,-11.0,0,9
HA,LIH,-1.0,0,12
AA,MCO,-13.0,0,10
OO,SFO,-14.0,0,1
OO,ORD,-12.0,0,2
OO,FWA,5.0,0,4
YX,LGA,-10.0,0,1
WN,MCO,-18.0,0,11
WN,MDW,13.0,0,4
AA,SDF,1.0,0,10
OO,PHX,4.0,0,5
OO,CYS,-14.0,0,9
OO,ICT,995.0,0,12
WN,SAT,-4.0,0,5
DL,ATL,-7.0,0,11
UA,DEN,-14.0,0,8
DL,ROC,11.0,0,5
UA,ORF,-20.0,0,3
9E,CWA,-16.0,0,3
MQ,MIA,-5.0,0,12
MQ,RDU,-6.0,0,11
G4,SAV,104.0,0,5
NK,DTW,-14.0,0,3
B6,RSW,104.0,0,3
OO,GJT,-12.0,0,3
HA,KOA,-11.0,0,4
AA,RNO,-7.0,0,11
UA,OMA,41.0,0,5
DL,OGG,62.0,0,12
B6,FLL,140.0,0,2
UA,DEN,35.0,0,8
OO,BJI,22.0,0,12
DL,SFO,-17.0,0,11
YX,EWR,-29.0,0,6
WN,JAN,115.0,0,1
WN,OAK,4.0,0,6
AA,CLT,159.0,0,5
DL,ORD,47.0,0,1
AS,PDX,-7.0,0,4
AA,SAV,0.0,0,2
UA,HNL,-7.0,0,10
DL,DEN,51.0,0,1
UA,DEN,-24.0,0,12
WN,DEN,-8.0,0,9
YX,LEX,-15.0,0,7
OO,SLC,57.0,0,8
YX,JFK,,1,4
9E,LGA,-13.0,0,6
WN,STL,-15.0,0,11
OO,BUR,-5.0,0,11
YX,JFK,41.0,0,12
AA,SFO,-7.0,0,8
AA,BDL,-6.0,0,1
AS,HNL,-14.0,0,8
YX,PIT,-32.0,0,4
OH,CAE,-11.0,0,2
AA,LAX,-1.0,0,1
DL,PNS,-13.0,0,7
WN,OAK,-1.0,0,9
WN,DSM,375.0,0,1
AS,PDX,21.0,0,7
WN,ABQ,-15.0,0,11
UA,LAX,19.0,0,11
WN,DEN,-10.0,0,3
UA,ROC,3.0,0,7
OO,SLC,-11.0,0,4
HA,OGG,-3.0,0,1
YX,ROC,-10.0,0,5
OO,ROA,-8.0,0,9
AA,CHS,10.0,0,10
HA,HNL,-1.0,0,2
UA,DEN,107.0,0,11
F9,PHX,23.0,0,6
B6,SFO,19.0,0,12
OO,MSP,-14.0,0,3
WN,LAS,-18.0,0,5
OO,SFO,6.0,0,5
AA,CLT,-27.0,0,12
F9,PHX,19.0,0,3
DL,ATL,-22.0,0,12
WN,MHT,48.0,0,5
AA,CVG,0.0,0,5
AA,MIA,-19.0,0,2
UA,LAX,-21.0,0,1
YX,EWR,,1,6
DL,ATL,-5.0,0,9
DL,TPA,,1,10
AA,PHX,-17.0,0,11
AA,BOS,742.0,0,7
WN,DAL,-10.0,0,7
OO,LAX,-1.0,0,6
B6,JFK,-2.0,0,5
UA,SFO,-20.0,0,10
DL,MCO,-19.0,0,9
B6,DCA,-10.0,0,5
OO,OKC,7.0,0,6
OO,DEN,-17.0,0,11
AA,BZN,-17.0,0,1
OO,ORD,-34.0,0,9
OO,DFW,-20.0,0,1
OO,SFO,-5.0,0,5
DL,FLL,11.0,0,9
WN,PHX,-4.0,0,5
NK,MCO,33.0,0,8
WN,SJC,-8.0,0,2
F9,MCO,51.0,0,5
UA,AUS,-7.0,0,2
WN,DAL,-6.0,0,5
OH,DCA,-12.0,0,12
WN,MCI,42.0,0,11
G4,AZA,-13.0,0,12
OH,CLT,95.0,0,1
AA,DFW,-11.0,0,10
DL,GRR,-14.0,0,6
DL,ATL,24.0,0,8
F9,MCO,57.0,0,3
YX,PWM,-17.0,0,8
B6,JFK,6.0,0,7
WN,LAS,-12.0,0,3
YX,RDU,15.0,0,6
DL,MSP,-16.0,0,8
HA,KOA,-12.0,0,11
OO,IAH,-22.0,0,10
AA,MIA,12.0,0,8
9E,JFK,-4.0,0,3
9E,DCA,-18.0,0,5
UA,RAP,-5.0,0,10
WN,SMF,-16.0,0,7
UA,IAD,-13.0,0,12
WN,SJC,-9.0,0,6
NK,MCI,37.0,0,8
UA,CLE,14.0,0,5
MQ,DFW,48.0,0,1
AA,DFW,-8.0,0,11
DL,DTW,-20.0,0,12
UA,BUR,-25.0,0,7
WN,BUR,-18.0,0,6
DL,GRR,-30.0,0,4
DL,SEA,-3.0,0,9
WN,BNA,17.0,0,3
AS,AUS,157.0,0,3
B6,IAH,24.0,0,9
G4,AVL,4.0,0,12
DL,ATL,12.0,0,12
MQ,STL,-14.0,0,5
MQ,EWR,25.0,0,4
AA,CLT,31.0,0,11
G4,AUS,55.0,0,4
NK,IAH,,1,7
WN,OAK,-12.0,0,10
OH,PHL,44.0,0,8
MQ,GGG,-14.0,0,9
B6,BUF,11.0,0,12
OO,ATL,5.0,0,4
B6,FLL,-14.0,0,7
WN,BWI,6.0,0,5
AA,PDX,-27.0,0,6
YX,PHL,-12.0,0,3
UA,IAD,21.0,0,3
DL,DTW,-19.0,0,10
OH,CLT,17.0,0,4
WN,DAL,-12.0,0,7
AA,DCA,57.0,0,6
DL,LGA,-32.0,0,4
OO,SMF,-28.0,0,6
AA,DFW,16.0,0,5
DL,GSO,-19.0,0,8
AS,OGG,-13.0,0,10
DL,MSP,5.0,0,10
B6,SJU,-11.0,0,12
OO,ABQ,-1.0,0,1
WN,MKE,-12.0,0,4
MQ,BNA,-1.0,0,2
UA,ORD,-15.0,0,10
UA,LAS,-33.0,0,2
DL,ATL,-15.0,0,5
UA,LAS,-19.0,0,6
WN,AUS,42.0,0,6
AA,CLT,6.0,0,12
G4,IAD,-18.0,0,12
OO,BNA,295.0,0,1
OO,PSC,-16.0,0,6
DL,BOS,-38.0,0,1
DL,SLC,-29.0,0,11
UA,BOS,-16.0,0,9
AA,MKE,214.0,0,3
NK,DTW,,1,9
WN,STL,-24.0,0,10
B6,SFO,-18.0,0,5
B6,PHL,-8.0,0,9
MQ,MIA,-1.0,0,5
DL,ATL,-13.0,0,1
WN,OMA,76.0,0,12
B6,BUF,-17.0,0,9
YX,SDF,15.0,0,4
DL,DTW,-18.0,0,9
YX,MKE,-10.0,0,9
OO,SGU,221.0,0,11
OO,DEN,-19.0,0,1
9E,DTW,-16.0,0,11
AS,SEA,33.0,0,7
AA,LEX,,1,6
AS,TPA,-39.0,0,3
OO,OKC,11.0,0,2
DL,ABQ,-21.0,0,6
DL,TPA,-20.0,0,12
B6,PSE,-5.0,0,2
WN,MHT,-18.0,0,10
F9,DEN,-21.0,0,3
DL,GSO,3.0,0,11
DL,MIA,0.0,0,5
DL,LAX,-9.0,0,10
AA,LAX,-13.0,0,1
AA,OGG,10.0,0,3
AA,MIA,24.0,0,7
9E,ATL,-1.0,0,10
WN,SBA,11.0,0,5
WN,SMF,-21.0,0,10
YX,LGA,-24.0,0,4
AA,LAX,-20.0,0,1
B6,LAX,-35.0,0,10
DL,FLL,21.0,0,5
AS,ANC,-15.0,0,5
AA,TPA,-18.0,0,4
WN,AUS,7.0,0,6
WN,BNA,1.0,0,8
OO,ORD,-21.0,0,10
DL,MIA,-7.0,0,1
WN,PHX,1.0,0,4
YX,ORF,-4.0,0,12
WN,BUR,4.0,0,10
WN,SMF,-8.0,0,5
YX,CLE,6.0,0,12
WN,MCO,3.0,0,6
OH,DCA,-12.0,0,3
OO,DEN,-14.0,0,10
WN,ELP,-12.0,0,9
UA,ORD,,0,7
9E,LGA,-16.0,0,4
MQ,ORD,61.0,0,12
YX,LGA,-16.0,0,8
G4,PIE,49.0,0,12
WN,BUR,-8.0,0,12
AA,ORD,-2.0,0,10
OO,BIS,-38.0,0,11
UA,DEN,100.0,0,8
WN,SMF,-8.0,0,1
WN,DAL,108.0,0,4
AA,HNL,-19.0,0,4
9E,CWA,7.0,0,6
AS,SEA,4.0,0,3
OH,CLT,11.0,0,12
DL,BOS,31.0,0,8
OO,MSP,12.0,0,11
OO,DEN,-14.0,0,11
WN,MCO,4.0,0,4
DL,RDU,-14.0,0,9
DL,LAS,-8.0,0,12
WN,MDW,-7.0,0,7
WN,MCO,-9.0,0,10
WN,SJU,-7.0,0,9
AA,PIT,-16.0,0,10
AA,MKE,56.0,0,7
MQ,GRK,227.0,0,12
UA,LAS,0.0,0,3
WN,MCI,-1.0,0,6
WN,HOU,19.0,0,12
WN,MDW,-17.0,0,2
B6,ORD,9.0,0,2
OO,IAH,15.0,0,4
UA,SAN,-7.0,0,1
WN,DTW,-21.0,0,11
F9,CVG,37.0,0,11
F9,LAS,-13.0,0,5
AA,DFW,25.0,0,6
AA,DEN,14.0,0,10
OO,BNA,68.0,0,10
MQ,MEM,-16.0,0,4
WN,BUR,17.0,0,7
AA,CLT,-9.0,0,2
DL,MSP,-16.0,0,11
OO,SEA,-8.0,0,4
DL,MSP,-17.0,0,5
DL,SFO,-7.0,0,11
UA,ATL,-13.0,0,10
DL,BNA,-22.0,0,7
UA,MSY,23.0,0,5
B6,BDL,30.0,0,12
YX,CVG,-14.0,0,3
UA,DEN,148.0,0,8
AS,SEA,-7.0,0,6
DL,ATL,-23.0,0,4
DL,LAX,20.0,0,4
OO,ATL,190.0,0,9
OO,LAX,-6.0,0,12
AS,DTW,-5.0,0,5
AA,PHL,-7.0,0,9
WN,DAL,-14.0,0,9
YX,LGA,-5.0,0,7
OO,SMF,-1.0,0,5
DL,ATL,7.0,0,12
WN,CHS,-21.0,0,8
DL,MSP,-10.0,0,8
B6,MIA,-10.0,0,12
UA,TPA,-6.0,0,1
AS,SEA,21.0,0,1
B6,JFK,20.0,0,2
UA,MTJ,53.0,0,1
AA,SBP,-8.0,0,4
9E,LGA,105.0,0,12
UA,DEN,52.0,0,11
MQ,MIA,-8.0,0,12
AA,MIA,-15.0,0,2
AA,JFK,-15.0,0,5
OO,DFW,-21.0,0,7
WN,MDW,-9.0,0,3
UA,DEN,52.0,0,3
AA,BOS,-25.0,0,2
DL,DEN,35.0,0,6
OO,IAH,-14.0,0,3
OO,DEN,-5.0,0,11
YX,DCA,-18.0,0,12
YX,BOS,-15.0,0,9
DL,LAS,-9.0,0,11
WN,SJC,6.0,0,10
DL,ATL,-1.0,0,8
AA,ORD,59.0,0,9
WN,PHX,0.0,0,4
WN,MDW,,0,4
F9,PHL,-9.0,0,1
DL,BOS,2.0,0,9
AA,CLT,-5.0,0,9
UA,ORD,2.0,0,12
AA,LAX,-15.0,0,6
UA,EWR,-36.0,0,8
WN,STL,23.0,0,8
YX,DCA,-23.0,0,11
DL,ATL,-1.0,0,7
AS,SJC,-6.0,0,1
AA,PHX,39.0,0,12
MQ,CMH,-4.0,0,10
WN,OKC,-5.0,0,5
AA,STL,-2.0,0,3
HA,KOA,-1.0,0,11
DL,PHX,-6.0,0,3
B6,MIA,-30.0,0,6
WN,FLL,9.0,0,3
AA,LAS,109.0,0,7
B6,LGA,18.0,0,6
WN,HNL,-5.0,0,6
NK,FLL,9.0,0,9
UA,DEN,488.0,0,4
AA,BUF,27.0,0,3
UA,ORD,-5.0,0,6
UA,SEA,-15.0,0,5
AA,ORD,12.0,0,12
WN,RIC,-11.0,0,4
YX,EWR,2.0,0,11
OO,LAX,-11.0,0,8
DL,SEA,-12.0,0,8
B6,BOS,-8.0,0,10
OH,MLI,26.0,0,3
DL,DTW,-3.0,0,3
AA,CLT,159.0,0,7
DL,ATL,-11.0,0,10
G4,PIT,,1,3
B6,RDU,83.0,0,6
B6,JFK,-10.0,0,12
OO,ATL,,0,3
AA,JFK,-19.0,0,6
WN,BNA,-6.0,0,8
AA,DFW,1.0,0,2
WN,MSY,42.0,0,3
F9,ONT,-7.0,0,9
HA,HNL,-6.0,0,9
AA,MIA,107.0,0,12
DL,JFK,-26.0,0,3
DL,AUS,-16.0,0,1
UA,LAS,2.0,0,5
B6,MSP,19.0,0,7
WN,HOU,-16.0,0,8
AA,DFW,-9.0,0,4
MQ,RAP,49.0,0,9
UA,PDX,-13.0,0,11
WN,SMF,-17.0,0,10
DL,JAN,16.0,0,11
WN,MSP,25.0,0,6
AA,SEA,-15.0,0,10
OO,BIS,-6.0,0,9
AA,CLT,22.0,0,8
B6,SJU,-16.0,0,7
NK,BOS,-15.0,0,4
G4,MYR,39.0,0,9
AA,MRY,8.0,0,8
OO,HRL,13.0,0,12
F9,FLL,33.0,0,10
AA,TPA,-11.0,0,11
UA,EWR,-7.0,0,8
WN,TPA,-16.0,0,5
WN,DAL,9.0,0,9
NK,IAH,37.0,0,11
AA,OKC,-14.0,0,12
NK,DTW,61.0,0,8
OO,SBP,-10.0,0,11
UA,IAH,2.0,0,11
F9,CLE,300.0,0,9
OO,MSP,-2.0,0,7
WN,BWI,-14.0,0,4
AS,SEA,25.0,0,9
B6,BOS,-21.0,0,4
OH,BHM,-8.0,0,2
MQ,DFW,9.0,0,11
DL,MSP,46.0,0,12
AS,DFW,102.0,0,6
AS,SEA,-29.0,0,3
UA,IAH,-4.0,0,9
WN,MDW,11.0,0,4
MQ,ORD,-10.0,0,1
F9,ISP,-48.0,0,11
WN,AMA,9.0,0,10
NK,MCO,-16.0,0,10
OO,MOT,-13.0,0,10
OO,CMH,-17.0,0,3
OO,ATL,3.0,0,4
WN,TPA,-11.0,0,7
WN,ATL,-12.0,0,8
DL,MCI,-21.0,0,9
WN,LAX,-9.0,0,2
WN,BNA,0.0,0,12
WN,LGA,-16.0,0,4
DL,BDL,-8.0,0,12
WN,BUR,-18.0,0,4
DL,SAV,-7.0,0,12
AS,OGG,-16.0,0,9
AA,LGA,,0,6
DL,BTR,150.0,0,9
UA,EWR,40.0,0,2
DL,DTW,-5.0,0,8
B6,MKE,-12.0,0,5
AA,PHX,-36.0,0,12
AA,MCO,-18.0,0,4
MQ,DTW,-12.0,0,11
B6,BOS,7.0,0,4
UA,SFO,33.0,0,10
UA,SFO,7.0,0,10
OO,DEN,36.0,0,8
WN,PHX,-9.0,0,8
OO,TUL,-12.0,0,7
DL,LAS,46.0,0,11
NK,EWR,6.0,0,3
WN,LAS,35.0,0,1
DL,JFK,-7.0,0,7
OO,DEN,3.0,0,8
WN,DCA,-16.0,0,12
WN,BNA,-26.0,0,2
NK,FLL,-17.0,0,7
WN,PDX,5.0,0,1
WN,MCO,-12.0,0,9
AA,DFW,-8.0,0,7
UA,BOS,-17.0,0,10
WN,MSY,-9.0,0,9
WN,LAS,40.0,0,8
WN,PHX,26.0,0,6
MQ,ORD,-3.0,0,4
WN,BNA,30.0,0,3
AA,DFW,-25.0,0,1
AA,DCA,-12.0,0,4
AS,BNA,-16.0,0,4
OO,SEA,66.0,0,1
WN,DEN,-7.0,0,8
UA,SAN,-1.0,0,1
B6,MCO,3.0,0,12
WN,SMF,-8.0,0,3
OO,DEN,-10.0,0,1
UA,SFO,38.0,0,3
DL,SLC,-23.0,0,3
B6,JFK,79.0,0,5
F9,PHL,32.0,0,8
DL,DFW,-9.0,0,10
NK,MSY,113.0,0,5
OO,BUF,30.0,0,9
AS,KOA,-52.0,0,2
OO,SLC,-6.0,0,9
DL,DFW,-10.0,0,9
AA,PHX,-11.0,0,4
OO,MSP,11.0,0,5
WN,ONT,-14.0,0,6
HA,SFO,14.0,0,8
WN,BNA,-15.0,0,3
AA,RDU,-25.0,0,4
WN,AUS,5.0,0,5
WN,MDW,-6.0,0,9
YX,EWR,-12.0,0,9
AA,DFW,-3.0,0,10
WN,MDW,-4.0,0,2
WN,SDF,-9.0,0,11
WN,BWI,-7.0,0,5
WN,CVG,-11.0,0,3
MQ,RST,-10.0,0,8
AA,PHL,-21.0,0,6
AA,DFW,1.0,0,1
9E,RDU,20.0,0,2
OH,ICT,-3.0,0,9
YX,EWR,5.0,0,7
9E,MSP,2.0,0,10
AA,PIT,,1,7
AA,PHX,-10.0,0,10
WN,ALB,-11.0,0,10
B6,BOS,28.0,0,5
WN,SJU,18.0,0,7
OO,LAX,2.0,0,3
AA,EGE,-20.0,0,11
OO,DFW,14.0,0,7
WN,BNA,-22.0,0,8
G4,HOU,12.0,0,7
WN,SEA,39.0,0,9
OH,SAV,6.0,0,12
DL,ATL,2.0,0,2
WN,FLL,-5.0,0,9
DL,ATL,-11.0,0,10
DL,MEM,-12.0,0,4
9E,MGM,-10.0,0,9
WN,PHX,18.0,0,2
MQ,MIA,9.0,0,10
OO,HLN,-19.0,0,11
AA,ORD,3.0,0,6
OO,DFW,-15.0,0,12
WN,LAS,-9.0,0,3
9E,SYR,-16.0,0,9
F9,PHL,-10.0,0,10
WN,MCI,0.0,0,6
UA,SFO,82.0,0,11
MQ,DFW,12.0,0,10
WN,BUR,-14.0,0,9
OO,GEG,-32.0,0,2
AA,BNA,53.0,0,7
UA,MFR,-14.0,0,3
AA,MIA,28.0,0,4
UA,MSN,-6.0,0,10
B6,JAX,-20.0,0,9
UA,TPA,-12.0,0,6
OH,GSP,-15.0,0,9
DL,LAX,-11.0,0,9
WN,MAF,-1.0,0,7
DL,SEA,0.0,0,7
OO,LAS,47.0,0,11
OH,ILM,-8.0,0,9
DL,LAX,-15.0,0,11
AA,MIA,-16.0,0,9
WN,MDW,-6.0,0,10
OO,DFW,-7.0,0,6
YX,IND,-21.0,0,5
MQ,LRD,11.0,0,11
AA,TUL,-16.0,0,11
OO,YUM,425.0,0,3
DL,ATL,-2.0,0,10
OO,SMF,-7.0,0,3
9E,CHA,31.0,0,6
AA,FLL,6.0,0,4
MQ,BMI,-20.0,0,1
OO,GRI,-20.0,0,7
DL,GEG,-34.0,0,9
DL,SLC,4.0,0,9
DL,DTW,10.0,0,10
MQ,ORD,-4.0,0,12
OH,CLT,,1,1
WN,SAT,2.0,0,1
AA,DFW,78.0,0,12
WN,BWI,-18.0,0,3
AA,ORD,56.0,0,3
DL,ATL,-2.0,0,10
9E,LGA,-17.0,0,11
WN,PHX,-14.0,0,3
F9,PHX,-18.0,0,2
MQ,MCI,-19.0,0,12
WN,MCI,-3.0,0,1
OO,SLC,21.0,0,6
AA,DFW,9.0,0,9
YX,IND,-15.0,0,4
9E,CHO,-33.0,0,4
WN,IND,79.0,0,1
HA,OGG,-11.0,0,11
WN,LAX,-13.0,0,4
DL,ATL,21.0,0,11
MQ,MEM,-22.0,0,10
WN,SAT,-11.0,0,2
NK,SDF,-28.0,0,8
WN,SJC,-6.0,0,12
G4,LAS,-22.0,0,10
WN,SNA,74.0,0,10
AA,ICT,95.0,0,5
AA,BNA,15.0,0,7
MQ,GPT,-20.0,0,1
DL,LGA,-3.0,0,6
OO,MBS,-19.0,0,11
OH,DCA,10.0,0,1
UA,SFO,157.0,0,4
NK,FLL,-16.0,0,11
MQ,DFW,21.0,0,1
DL,ATL,-10.0,0,6
B6,CHS,60.0,0,4
AA,PHX,43.0,0,10
UA,SJU,-9.0,0,6
AS,KOA,-2.0,0,5
AA,MCI,29.0,0,5
B6,JFK,-9.0,0,11
AA,DFW,14.0,0,1
WN,DEN,-2.0,0,9
DL,ATL,-7.0,0,12
DL,ATL,85.0,0,6
OH,CLT,-8.0,0,6
OO,DTW,-6.0,0,4
WN,LAX,-14.0,0,9
G4,GEG,-1.0,0,6
B6,SJU,-8.0,0,3
DL,ORF,13.0,0,12
AA,MEM,9.0,0,2
DL,LAX,7.0,0,5
WN,ECP,-7.0,0,10
UA,FLL,-18.0,0,12
F9,LAS,-4.0,0,5
DL,SFO,26.0,0,5
WN,LAS,0.0,0,12
AA,PHL,212.0,0,7
UA,DEN,-6.0,0,12
UA,SFO,-13.0,0,9
AA,RDU,-9.0,0,2
WN,OMA,29.0,0,8
WN,TUL,-7.0,0,7
AA,PHX,23.0,0,2
G4,SFB,-15.0,0,2
G4,SFB,-15.0,0,4
AA,SAT,-11.0,0,9
OO,IAH,-3.0,0,4
G4,OKC,101.0,0,2
DL,DAL,-12.0,0,11
DL,SRQ,5.0,0,7
UA,LAX,-15.0,0,6
9E,HPN,-11.0,0,12
DL,JFK,-4.0,0,10
AA,CID,,1,1
OH,BHM,-26.0,0,11
DL,JFK,13.0,0,8
WN,DAL,11.0,0,6
WN,SJC,-9.0,0,4
WN,MCO,125.0,0,6
NK,DTW,1.0,0,1
B6,BOS,-11.0,0,8
UA,EWR,1.0,0,8
B6,SRQ,-13.0,0,8
WN,DAL,12.0,0,1
AA,MIA,27.0,0,3
DL,CVG,8.0,0,5
MQ,SEA,-13.0,0,10
OH,CLT,-28.0,0,10
DL,ATL,8.0,0,4
B6,DCA,-29.0,0,3
F9,PDX,-28.0,0,12
DL,TPA,64.0,0,1
MQ,EVV,-11.0,0,11
DL,MCO,-17.0,0,8
WN,DAL,29.0,0,7
AA,DFW,-23.0,0,11
AA,CLT,-11.0,0,10
AA,SAT,7.0,0,5
OO,DEN,-16.0,0,1
DL,CVG,-11.0,0,8
9E,ATL,11.0,0,8
UA,DEN,-15.0,0,10
AS,SEA,31.0,0,7
AA,MCO,-25.0,0,11
OO,DEN,208.0,0,10
F9,LAS,-11.0,0,9
F9,DTW,31.0,0,9
AA,DFW,-24.0,0,10
OH,DCA,88.0,0,12
UA,IAD,-12.0,0,6
AA,ORD,-28.0,0,12
WN,MCI,-8.0,0,7
MQ,DFW,-15.0,0,12
UA,JAX,-20.0,0,7
WN,SAT,-21.0,0,4
AA,DCA,-16.0,0,2
AA,BUF,-9.0,0,2
WN,CMH,-21.0,0,3
AA,LIH,-14.0,0,8
AA,EUG,-20.0,0,5
WN,BWI,68.0,0,7
WN,FLL,-2.0,0,1
AA,FAT,-1.0,0,5
WN,SAN,83.0,0,9
OO,PDX,114.0,0,4
DL,ATL,-17.0,0,2
MQ,GSP,-11.0,0,1
AA,DFW,-35.0,0,8
WN,LAX,-9.0,0,10
F9,CVG,-33.0,0,2
WN,RSW,-12.0,0,11
HA,HNL,13.0,0,2
DL,JFK,-4.0,0,10
OO,PHX,34.0,0,7
DL,ATL,-10.0,0,5
F9,ATL,-15.0,0,1
AA,DFW,-23.0,0,1
UA,LIH,4.0,0,5
WN,IND,-4.0,0,2
OO,GRR,-14.0,0,6
NK,SJC,-10.0,0,10
WN,SJC,6.0,0,9
OO,PHX,3.0,0,11
UA,IAH,-16.0,0,12
OO,LAX,-10.0,0,9
DL,MCO,171.0,0,12
AA,PHL,15.0,0,12
AA,DFW,-1.0,0,5
MQ,ABQ,14.0,0,9
9E,JFK,-15.0,0,9
OO,MSP,-9.0,0,10
WN,SAN,-9.0,0,9
UA,DEN,-16.0,0,10
OO,DEN,-19.0,0,5
AA,LAX,-22.0,0,5
F9,MSP,4.0,0,11
OO,IND,-4.0,0,10
AA,MIA,-20.0,0,12
AA,RDU,-27.0,0,1
DL,KOA,10.0,0,2
HA,LIH,-4.0,0,9
OO,RDM,3.0,0,9
MQ,ORD,62.0,0,11
AA,OMA,120.0,0,5
NK,FLL,5.0,0,2
AA,LGA,-11.0,0,4
AA,MSY,66.0,0,5
B6,ACK,-5.0,0,6
DL,SMF,-21.0,0,2
OO,LAX,-8.0,0,12
AS,SEA,22.0,0,8
OO,DEN,1.0,0,6
WN,RSW,-5.0,0,10
OH,PWM,80.0,0,10
WN,DEN,43.0,0,2
WN,DAL,-11.0,0,12
WN,BWI,-17.0,0,1
DL,SEA,3.0,0,10
NK,STT,-1.0,0,5
DL,ATL,44.0,0,8
DL,CHS,-5.0,0,6
WN,STL,,1,4
WN,PIT,-12.0,0,12
OH,LIT,114.0,0,10
WN,BWI,12.0,0,8
OH,TYS,-8.0,0,10
UA,DEN,-13.0,0,9
AA,PHL,-7.0,0,10
UA,IAD,-19.0,0,12
AS,ANC,-14.0,0,12
AA,CLT,16.0,0,11
MQ,ORD,-24.0,0,4
WN,MDW,4.0,0,6
AA,CAE,-28.0,0,7
AA,MIA,-4.0,0,8
AA,CLT,38.0,0,6
AA,SJC,-10.0,0,3
UA,ORD,9.0,0,12
OH,CLT,-20.0,0,11
9E,CHS,-12.0,0,12
OO,SGF,-6.0,0,11
AA,RDU,-7.0,0,5
UA,GRR,-12.0,0,3
AA,DTW,-20.0,0,11
WN,BWI,43.0,0,7
AA,JFK,-28.0,0,6
9E,LFT,-28.0,0,1
G4,ATW,-13.0,0,1
OH,SAV,-22.0,0,2
DL,SLC,-15.0,0,1
AA,OKC,-3.0,0,6
AA,LAS,-10.0,0,9
WN,OAK,-3.0,0,9
NK,SAT,,1,8
OO,AEX,-32.0,0,10
AS,SEA,-7.0,0,6
MQ,OKC,13.0,0,8
YX,DTW,-3.0,0,8
WN,DAL,14.0,0,6
HA,HNL,15.0,0,4
YX,PWM,-11.0,0,8
AA,PHX,110.0,0,4
OO,ORD,16.0,0,11
UA,EWR,-3.0,0,2
G4,DSM,544.0,0,5
DL,ATL,-5.0,0,10
WN,ISP,-7.0,0,12
AA,MIA,-9.0,0,12
DL,DEN,32.0,0,4
OH,CLT,22.0,0,4
WN,RNO,190.0,0,5
DL,CLT,-13.0,0,7
OO,LNK,-24.0,0,3
WN,ATL,285.0,0,12
AS,SFO,-22.0,0,2
AA,SEA,217.0,0,5
OO,SLC,375.0,0,1
F9,JFK,-13.0,0,9
F9,CVG,-10.0,0,5
OO,DFW,-1.0,0,3
WN,MDW,-9.0,0,4
WN,BOS,4.0,0,10
AS,SEA,-2.0,0,11
WN,MDW,-19.0,0,1
DL,SEA,14.0,0,1
AA,PNS,-6.0,0,8
OO,LAX,,0,1
WN,PWM,-2.0,0,5
WN,BWI,-12.0,0,1
AA,MKE,83.0,0,3
9E,FWA,-6.0,0,2
MQ,ORD,-8.0,0,8
B6,BOS,9.0,0,11
WN,DEN,-15.0,0,6
WN,HNL,-11.0,0,9
WN,MCO,-26.0,0,6
WN,PHX,1.0,0,1
DL,AUS,-3.0,0,12
OO,ORD,-5.0,0,4
UA,EWR,0.0,0,2
